# BEAST v10.5.0
# Generated Sat Nov 08 09:18:28 EET 2025 [seed=1762586295819]
# -window -working -options
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	branchRatesHMC.rate	branchRatesHMC.scale	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
600000	-8460623.990908911	-347.19317417575644	-8460276.797734736	32.155249993089704	1992.5196133948884	507.9000961524042	64.12270539287422	26.957422366466563	0.1612605686443407	0.3400120696010982	0.33784903005961364	0.16087833169494756	0.03986733960077254	6.291359990553234E-5	43.825369220687044	4.862609407422953E-6	0.5060804864124929	0.049103424458833804	-8460276.797734736	0.0	-305.021164702941
610000	-8460629.457542848	-341.19956838903977	-8460288.257974459	33.503180264746675	1991.1716831232316	540.6397020505592	80.79485855785221	24.806027938918245	0.1614465185899387	0.340173305581902	0.33740540384157364	0.16097477198658572	0.03847289913536023	5.1237097391029416E-5	37.327397230747934	4.547807499588343E-6	0.4729600779223515	0.14079937721883767	-8460288.257974459	0.0	-309.44434302368666
620000	-8460624.02573537	-326.73400708856263	-8460297.291728282	34.33327125630191	1990.3415921316762	544.2176331253389	81.46403794287559	25.895729707776077	0.16166844104472206	0.3398117043444046	0.3374601804499219	0.1610596741609515	0.009705075644745001	4.55001739691686E-5	30.51442274671565	4.6121450983758965E-6	0.4869449792828449	0.12465841835659497	-8460297.291728282	0.0	-309.54616533253767
630000	-8460638.42324279	-338.3513873990637	-8460300.071855392	35.13877149937373	1989.5360918886045	549.3107344755076	95.74947947882286	27.664166216390104	0.16152004364051734	0.34003419139652374	0.33761595191784644	0.16082981304511249	0.038660703911507076	3.992250012404164E-5	28.258602990816474	4.463753423949924E-6	0.495990142309857	0.14520493604340448	-8460300.071855392	0.0	-309.93567600487074
640000	-8460611.28369965	-325.79129035477536	-8460285.492409296	33.330019450379176	1991.3448439375989	528.2923679059116	83.74208405586889	25.563338608609747	0.1614139126956429	0.3403534638773713	0.33727059705483386	0.16096202637215185	0.027392014157890256	3.704427055846116E-5	23.88215647804753	4.725701376439828E-6	0.48988570547348176	0.04967871622601285	-8460285.492409296	0.0	-307.05603526306743
650000	-8460632.3201451	-339.92512029843493	-8460292.395024803	33.72835126140935	1990.9465121265687	539.6269115665224	84.59491370847887	27.301110223787557	0.16134587718303817	0.3403361710973424	0.33743427939957354	0.160883672320046	0.02108096192487707	4.105230433762667E-5	28.85729030102786	4.713499377465902E-6	0.5395646171224975	0.056249074270848944	-8460292.395024803	0.0	-308.398781634386
660000	-8460607.712775294	-330.9465808674152	-8460276.766194426	34.63417475547034	1990.0406886325077	541.8528601615585	87.9604497787454	26.323970150505364	0.16139274751125732	0.34040235217093767	0.33742950214378725	0.1607753981740177	0.005180193231027447	4.284778745998121E-5	32.720009009587216	4.561545686397979E-6	0.5349695809563986	0.0703721712757381	-8460276.766194426	0.0	-309.3195744861215
670000	-8460623.551524537	-335.0293281105909	-8460288.522196427	34.30721079658441	1990.3676525913936	554.9131636422533	79.10836553497833	26.993947534029413	0.1612591502521084	0.3402168257550021	0.33780432644613007	0.16071969754675933	0.027523309747451444	3.697680004530618E-5	29.094690752753696	4.4150883876129035E-6	0.5049292708218575	0.1453914523120549	-8460288.522196427	0.0	-312.8215424691836
680000	-8460615.082199406	-322.19265222581953	-8460292.88954718	35.96176554661187	1988.7130978413663	585.5636898265014	76.73364581661404	25.63542903051506	0.16121337628158755	0.34045394911481214	0.3375414556352708	0.16079121896832926	0.03355474253471909	3.786826032522584E-5	29.359555314020678	4.237788892507503E-6	0.4943276578999075	0.18410933425071066	-8460292.88954718	0.0	-317.23744843449873
690000	-8460622.0029593	-332.8394097670135	-8460289.163549533	34.09942014086031	1990.5754432471178	565.373449099024	119.50081691571799	26.8467708235923	0.16155040514201408	0.33994790710285444	0.3375492099599675	0.1609524777951638	0.022756252790736658	4.0822877848224935E-5	29.521085049026674	4.392310863258594E-6	0.49154519471533203	-0.07615892591528932	-8460289.163549533	0.0	-315.8254085046669
